id	run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	submission_accession	run_alias	experiment_alias	sample_alias	study_alias	library_layout	library_selection	library_source	library_strategy	library_name	instrument_model	instrument_platform	base_count	read_count	tax_id	scientific_name	sample_title	experiment_title	study_title	sample_description	fastq_md5	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_aspera	fastq_1	fastq_2	md5_1	md5_2	single_end
SRX17979123_SRR21996634	SRR21996634	SRX17979123	SAMN31394060	SRS15494041	PRJNA892713	SRP403809	SRA1524622	GSM6664748_r1	GSM6664748_r1	GSM6664748	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664748	Illumina HiSeq 4000	ILLUMINA	3935706280	26064280	10090	Mus musculus	Renal tubule, cKO genotype, ZT08, rep 1	Illumina HiSeq 4000 sequencing: GSM6664748: Renal tubule, cKO genotype, ZT08, rep 1 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT08, rep 1	909719e5a37a2eff70e266b0871d6dc6	1937712014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/034/SRR21996634/SRR21996634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/034/SRR21996634/SRR21996634.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/034/SRR21996634/SRR21996634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/034/SRR21996634/SRR21996634.fastq.gz		909719e5a37a2eff70e266b0871d6dc6		true
SRX17979122_SRR21996635	SRR21996635	SRX17979122	SAMN31394061	SRS15494040	PRJNA892713	SRP403809	SRA1524622	GSM6664747_r1	GSM6664747_r1	GSM6664747	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664747	Illumina HiSeq 4000	ILLUMINA	4029213483	26683533	10090	Mus musculus	Renal tubule, cKO genotype, ZT04, rep 5	Illumina HiSeq 4000 sequencing: GSM6664747: Renal tubule, cKO genotype, ZT04, rep 5 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT04, rep 5	ae6bd766090f8e7c946013ddb734abaa	1976797213	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/035/SRR21996635/SRR21996635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/035/SRR21996635/SRR21996635.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/035/SRR21996635/SRR21996635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/035/SRR21996635/SRR21996635.fastq.gz		ae6bd766090f8e7c946013ddb734abaa		true
SRX17979121_SRR21996636	SRR21996636	SRX17979121	SAMN31394062	SRS15494039	PRJNA892713	SRP403809	SRA1524622	GSM6664746_r1	GSM6664746_r1	GSM6664746	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664746	Illumina HiSeq 4000	ILLUMINA	4152444130	27499630	10090	Mus musculus	Renal tubule, cKO genotype, ZT04, rep 4	Illumina HiSeq 4000 sequencing: GSM6664746: Renal tubule, cKO genotype, ZT04, rep 4 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT04, rep 4	af65e6522768d541d509ed1f0dc16f5f	2078232212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/036/SRR21996636/SRR21996636.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/036/SRR21996636/SRR21996636.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/036/SRR21996636/SRR21996636.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/036/SRR21996636/SRR21996636.fastq.gz		af65e6522768d541d509ed1f0dc16f5f		true
SRX17979120_SRR21996637	SRR21996637	SRX17979120	SAMN31394063	SRS15494038	PRJNA892713	SRP403809	SRA1524622	GSM6664745_r1	GSM6664745_r1	GSM6664745	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664745	Illumina HiSeq 4000	ILLUMINA	4101987329	27165479	10090	Mus musculus	Renal tubule, cKO genotype, ZT04, rep 3	Illumina HiSeq 4000 sequencing: GSM6664745: Renal tubule, cKO genotype, ZT04, rep 3 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT04, rep 3	7eb055203a9318917aead26d44fba094	2032178078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/037/SRR21996637/SRR21996637.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/037/SRR21996637/SRR21996637.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/037/SRR21996637/SRR21996637.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/037/SRR21996637/SRR21996637.fastq.gz		7eb055203a9318917aead26d44fba094		true
SRX17979119_SRR21996638	SRR21996638	SRX17979119	SAMN31394064	SRS15494037	PRJNA892713	SRP403809	SRA1524622	GSM6664744_r1	GSM6664744_r1	GSM6664744	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664744	Illumina HiSeq 4000	ILLUMINA	4142782546	27435646	10090	Mus musculus	Renal tubule, cKO genotype, ZT04, rep 2	Illumina HiSeq 4000 sequencing: GSM6664744: Renal tubule, cKO genotype, ZT04, rep 2 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT04, rep 2	b4204db7fd625acad5a79cd0915521b6	2078202092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/038/SRR21996638/SRR21996638.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/038/SRR21996638/SRR21996638.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/038/SRR21996638/SRR21996638.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/038/SRR21996638/SRR21996638.fastq.gz		b4204db7fd625acad5a79cd0915521b6		true
SRX17979118_SRR21996639	SRR21996639	SRX17979118	SAMN31394065	SRS15494036	PRJNA892713	SRP403809	SRA1524622	GSM6664743_r1	GSM6664743_r1	GSM6664743	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664743	Illumina HiSeq 4000	ILLUMINA	4087246407	27067857	10090	Mus musculus	Renal tubule, cKO genotype, ZT04, rep 1	Illumina HiSeq 4000 sequencing: GSM6664743: Renal tubule, cKO genotype, ZT04, rep 1 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT04, rep 1	202b5069f304ebb98875aecd72dcd7f7	2031290706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/039/SRR21996639/SRR21996639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/039/SRR21996639/SRR21996639.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/039/SRR21996639/SRR21996639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/039/SRR21996639/SRR21996639.fastq.gz		202b5069f304ebb98875aecd72dcd7f7		true
SRX17979117_SRR21996640	SRR21996640	SRX17979117	SAMN31394066	SRS15494035	PRJNA892713	SRP403809	SRA1524622	GSM6664742_r1	GSM6664742_r1	GSM6664742	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664742	Illumina HiSeq 4000	ILLUMINA	4010244712	26557912	10090	Mus musculus	Renal tubule, cKO genotype, ZT0, rep 5	Illumina HiSeq 4000 sequencing: GSM6664742: Renal tubule, cKO genotype, ZT0, rep 5 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT0, rep 5	191ab5835fc83923f8fcbbb3eb7144c2	1980553289	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/040/SRR21996640/SRR21996640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/040/SRR21996640/SRR21996640.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/040/SRR21996640/SRR21996640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/040/SRR21996640/SRR21996640.fastq.gz		191ab5835fc83923f8fcbbb3eb7144c2		true
SRX17979116_SRR21996641	SRR21996641	SRX17979116	SAMN31394067	SRS15494034	PRJNA892713	SRP403809	SRA1524622	GSM6664741_r1	GSM6664741_r1	GSM6664741	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664741	Illumina HiSeq 4000	ILLUMINA	4240608953	28083503	10090	Mus musculus	Renal tubule, cKO genotype, ZT0, rep 4	Illumina HiSeq 4000 sequencing: GSM6664741: Renal tubule, cKO genotype, ZT0, rep 4 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT0, rep 4	1c965947c71c712eb3d394cbbb730d0d	2141431825	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/041/SRR21996641/SRR21996641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/041/SRR21996641/SRR21996641.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/041/SRR21996641/SRR21996641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/041/SRR21996641/SRR21996641.fastq.gz		1c965947c71c712eb3d394cbbb730d0d		true
SRX17979115_SRR21996642	SRR21996642	SRX17979115	SAMN31394068	SRS15494033	PRJNA892713	SRP403809	SRA1524622	GSM6664740_r1	GSM6664740_r1	GSM6664740	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664740	Illumina HiSeq 4000	ILLUMINA	4027634627	26673077	10090	Mus musculus	Renal tubule, cKO genotype, ZT0, rep 3	Illumina HiSeq 4000 sequencing: GSM6664740: Renal tubule, cKO genotype, ZT0, rep 3 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT0, rep 3	91439b37daad61d64988dabfc4928093	2017303420	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/042/SRR21996642/SRR21996642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/042/SRR21996642/SRR21996642.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/042/SRR21996642/SRR21996642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/042/SRR21996642/SRR21996642.fastq.gz		91439b37daad61d64988dabfc4928093		true
SRX17979114_SRR21996643	SRR21996643	SRX17979114	SAMN31394069	SRS15494032	PRJNA892713	SRP403809	SRA1524622	GSM6664739_r1	GSM6664739_r1	GSM6664739	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664739	Illumina HiSeq 4000	ILLUMINA	3887140452	25742652	10090	Mus musculus	Renal tubule, cKO genotype, ZT0, rep 2	Illumina HiSeq 4000 sequencing: GSM6664739: Renal tubule, cKO genotype, ZT0, rep 2 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT0, rep 2	d13019583432a1ff69410641d4c32669	1905334161	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/043/SRR21996643/SRR21996643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/043/SRR21996643/SRR21996643.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/043/SRR21996643/SRR21996643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/043/SRR21996643/SRR21996643.fastq.gz		d13019583432a1ff69410641d4c32669		true
SRX17979113_SRR21996644	SRR21996644	SRX17979113	SAMN31394070	SRS15494031	PRJNA892713	SRP403809	SRA1524622	GSM6664738_r1	GSM6664738_r1	GSM6664738	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664738	Illumina HiSeq 4000	ILLUMINA	3913317963	25916013	10090	Mus musculus	Renal tubule, cKO genotype, ZT0, rep 1	Illumina HiSeq 4000 sequencing: GSM6664738: Renal tubule, cKO genotype, ZT0, rep 1 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, cKO genotype, ZT0, rep 1	cd3b8f993bd2b1a4f5081e2cace66e2e	1922779079	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/044/SRR21996644/SRR21996644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/044/SRR21996644/SRR21996644.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/044/SRR21996644/SRR21996644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/044/SRR21996644/SRR21996644.fastq.gz		cd3b8f993bd2b1a4f5081e2cace66e2e		true
SRX17979112_SRR21996645	SRR21996645	SRX17979112	SAMN31394071	SRS15494030	PRJNA892713	SRP403809	SRA1524622	GSM6664737_r1	GSM6664737_r1	GSM6664737	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664737	Illumina HiSeq 4000	ILLUMINA	4130569213	27354763	10090	Mus musculus	Renal tubule, control genotype, ZT20, rep 5	Illumina HiSeq 4000 sequencing: GSM6664737: Renal tubule, control genotype, ZT20, rep 5 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT20, rep 5	a73a6b9d9a93af569a6a8ad76ac2cc45	2054472127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/045/SRR21996645/SRR21996645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/045/SRR21996645/SRR21996645.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/045/SRR21996645/SRR21996645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/045/SRR21996645/SRR21996645.fastq.gz		a73a6b9d9a93af569a6a8ad76ac2cc45		true
SRX17979111_SRR21996646	SRR21996646	SRX17979111	SAMN31394072	SRS15494029	PRJNA892713	SRP403809	SRA1524622	GSM6664736_r1	GSM6664736_r1	GSM6664736	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664736	Illumina HiSeq 4000	ILLUMINA	4006218146	26531246	10090	Mus musculus	Renal tubule, control genotype, ZT20, rep 4	Illumina HiSeq 4000 sequencing: GSM6664736: Renal tubule, control genotype, ZT20, rep 4 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT20, rep 4	9ec042f56024da26b992576614a3705c	1972315893	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/046/SRR21996646/SRR21996646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/046/SRR21996646/SRR21996646.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/046/SRR21996646/SRR21996646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/046/SRR21996646/SRR21996646.fastq.gz		9ec042f56024da26b992576614a3705c		true
SRX17979110_SRR21996647	SRR21996647	SRX17979110	SAMN31394073	SRS15494028	PRJNA892713	SRP403809	SRA1524622	GSM6664735_r1	GSM6664735_r1	GSM6664735	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664735	Illumina HiSeq 4000	ILLUMINA	4411481610	29215110	10090	Mus musculus	Renal tubule, control genotype, ZT20, rep 3	Illumina HiSeq 4000 sequencing: GSM6664735: Renal tubule, control genotype, ZT20, rep 3 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT20, rep 3	3d784f8371ad8ad1995da1e63db1b0fb	2171142256	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/047/SRR21996647/SRR21996647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/047/SRR21996647/SRR21996647.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/047/SRR21996647/SRR21996647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/047/SRR21996647/SRR21996647.fastq.gz		3d784f8371ad8ad1995da1e63db1b0fb		true
SRX17979109_SRR21996648	SRR21996648	SRX17979109	SAMN31394074	SRS15494027	PRJNA892713	SRP403809	SRA1524622	GSM6664734_r1	GSM6664734_r1	GSM6664734	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664734	Illumina HiSeq 4000	ILLUMINA	4522610815	29951065	10090	Mus musculus	Renal tubule, control genotype, ZT20, rep 2	Illumina HiSeq 4000 sequencing: GSM6664734: Renal tubule, control genotype, ZT20, rep 2 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT20, rep 2	b961b273341f5afceb144cc33b244e9b	2218425940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/048/SRR21996648/SRR21996648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/048/SRR21996648/SRR21996648.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/048/SRR21996648/SRR21996648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/048/SRR21996648/SRR21996648.fastq.gz		b961b273341f5afceb144cc33b244e9b		true
SRX17979108_SRR21996649	SRR21996649	SRX17979108	SAMN31394075	SRS15494026	PRJNA892713	SRP403809	SRA1524622	GSM6664733_r1	GSM6664733_r1	GSM6664733	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664733	Illumina HiSeq 4000	ILLUMINA	4127039588	27331388	10090	Mus musculus	Renal tubule, control genotype, ZT20, rep 1	Illumina HiSeq 4000 sequencing: GSM6664733: Renal tubule, control genotype, ZT20, rep 1 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT20, rep 1	7c278c8e2d44a294d22886c25f12ae6e	2035195669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/049/SRR21996649/SRR21996649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/049/SRR21996649/SRR21996649.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/049/SRR21996649/SRR21996649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/049/SRR21996649/SRR21996649.fastq.gz		7c278c8e2d44a294d22886c25f12ae6e		true
SRX17979107_SRR21996650	SRR21996650	SRX17979107	SAMN31394076	SRS15494025	PRJNA892713	SRP403809	SRA1524622	GSM6664732_r1	GSM6664732_r1	GSM6664732	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664732	Illumina HiSeq 4000	ILLUMINA	4281780613	28356163	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 5	Illumina HiSeq 4000 sequencing: GSM6664732: Renal tubule, control genotype, ZT16, rep 5 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 5	5bbc922856a5996945a19374c90e4a2e	2096130405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/050/SRR21996650/SRR21996650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/050/SRR21996650/SRR21996650.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/050/SRR21996650/SRR21996650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/050/SRR21996650/SRR21996650.fastq.gz		5bbc922856a5996945a19374c90e4a2e		true
SRX17979106_SRR21996651	SRR21996651	SRX17979106	SAMN31394077	SRS15494024	PRJNA892713	SRP403809	SRA1524622	GSM6664731_r1	GSM6664731_r1	GSM6664731	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664731	Illumina HiSeq 4000	ILLUMINA	4003434310	26512810	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 4	Illumina HiSeq 4000 sequencing: GSM6664731: Renal tubule, control genotype, ZT16, rep 4 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 4	89c46f6dd0e9fd540a37fa1ed84f825e	1975049499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/051/SRR21996651/SRR21996651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/051/SRR21996651/SRR21996651.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/051/SRR21996651/SRR21996651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/051/SRR21996651/SRR21996651.fastq.gz		89c46f6dd0e9fd540a37fa1ed84f825e		true
SRX17979105_SRR21996652	SRR21996652	SRX17979105	SAMN31394078	SRS15494023	PRJNA892713	SRP403809	SRA1524622	GSM6664730_r1	GSM6664730_r1	GSM6664730	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664730	Illumina HiSeq 4000	ILLUMINA	3995685141	26461491	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 3	Illumina HiSeq 4000 sequencing: GSM6664730: Renal tubule, control genotype, ZT16, rep 3 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 3	3444713bb5897fc7c4ec6a95b8beae6a	1970999230	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/052/SRR21996652/SRR21996652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/052/SRR21996652/SRR21996652.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/052/SRR21996652/SRR21996652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/052/SRR21996652/SRR21996652.fastq.gz		3444713bb5897fc7c4ec6a95b8beae6a		true
SRX17979104_SRR21996653	SRR21996653	SRX17979104	SAMN31394079	SRS15494022	PRJNA892713	SRP403809	SRA1524622	GSM6664729_r1	GSM6664729_r1	GSM6664729	GSE216252	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	GSM6664729	Illumina HiSeq 4000	ILLUMINA	4055098960	26854960	10090	Mus musculus	Renal tubule, control genotype, ZT16, rep 2	Illumina HiSeq 4000 sequencing: GSM6664729: Renal tubule, control genotype, ZT16, rep 2 Mus musculus RNA-Seq	Multiomics reveals multilevel control of renal and systemic metabolism by the renal tubular circadian clock	Renal tubule, control genotype, ZT16, rep 2	eeb5384e864866b89287805d48f99d96	2022895216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/053/SRR21996653/SRR21996653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/053/SRR21996653/SRR21996653.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR219/053/SRR21996653/SRR21996653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR219/053/SRR21996653/SRR21996653.fastq.gz		eeb5384e864866b89287805d48f99d96		true
