"gene_id"	"gene_name"	"gene_biotype"	"gene_seq_start"	"gene_seq_end"	"seq_name"	"seq_strand"	"seq_coord_system"	"description"	"gene_id_version"	"canonical_transcript"	"symbol"	"entrezid"	"diffExpressed_fac"	"Rhythmicity_fac"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffExpressed"	"Rhythmicity_lmrAMP"	"BH.Q"	"ADJ.P"	"PER"	"LAG"	"AMP"	"amp_lmr"	"amp_lmr_abs"	"Liver_WT_DD_CT0_A"	"Liver_WT_DD_CT0_B"	"Liver_WT_DD_CT0_C"	"Liver_WT_DD_CT0_D"	"Liver_WT_DD_CT4_A"	"Liver_WT_DD_CT4_B"	"Liver_WT_DD_CT4_C"	"Liver_WT_DD_CT4_D"	"Liver_WT_DD_CT8_A"	"Liver_WT_DD_CT8_B"	"Liver_WT_DD_CT8_C"	"Liver_WT_DD_CT8_D"	"Liver_WT_DD_CT12_A"	"Liver_WT_DD_CT12_B"	"Liver_WT_DD_CT12_C"	"Liver_WT_DD_CT12_D"	"Liver_WT_DD_CT16_A"	"Liver_WT_DD_CT16_B"	"Liver_WT_DD_CT16_C"	"Liver_WT_DD_CT16_D"	"Liver_WT_DD_CT20_A"	"Liver_WT_DD_CT20_B"	"Liver_WT_DD_CT20_C"	"Liver_WT_DD_CT20_D"	"Liver_WT_DD_CT24_A"	"Liver_WT_DD_CT24_B"	"Liver_WT_DD_CT24_C"	"Liver_WT_DD_CT24_D"	"Liver_WT_DD_CT28_A"	"Liver_WT_DD_CT28_B"	"Liver_WT_DD_CT28_C"	"Liver_WT_DD_CT28_D"	"Liver_WT_DD_CT32_A"	"Liver_WT_DD_CT32_B"	"Liver_WT_DD_CT32_C"	"Liver_WT_DD_CT32_D"	"Liver_WT_DD_CT36_A"	"Liver_WT_DD_CT36_B"	"Liver_WT_DD_CT36_C"	"Liver_WT_DD_CT36_D"	"Liver_WT_DD_CT40_A"	"Liver_WT_DD_CT40_B"	"Liver_WT_DD_CT40_C"	"Liver_WT_DD_CT40_D"	"Liver_WT_DD_CT44_A"	"Liver_WT_DD_CT44_B"	"Liver_WT_DD_CT44_C"	"Liver_WT_DD_CT44_D"	"DE_col"
NA	Npas2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.35318270036912	-0.0520618409152377	-12.867875839977	1.95414229038782e-22	4.22182233632294e-21	40.3343010996622	DOWN	Rhythmic	1.69562103761615e-10	1.81569092110883e-12	24	2	1.23711187532564	1.78121825735147	3.67761631369357	2.66010400569969	3.29974795299009	3.44207344410943	2.54746486459118	2.47313440135665	1.95303810441803	1.58777162451822	1.93071837193752	0.279370276945198	0.120476988554922	-0.267776984262303	-0.715274259407007	-0.682810721298531	-0.541124899488673	-0.659207807177776	-0.547864055106139	-0.679770141928841	-0.0670102470109424	-0.72838381135013	-0.603359330804181	0.677359446045485	0.131192166206516	0.848327393128943	0.5370011370888	2.13809864850357	2.35751739163744	3.17129354584557	2.11459828639321	2.99868247125652	2.48777285317227	1.47163185893691	1.75203319057671	0.309430926853039	-0.611647692360824	-0.57635187827371	-0.192464730423616	-0.728460833433599	-0.667832838531151	-0.50437988948163	-0.498923909071207	-0.0879160408696715	-0.643860487801936	-0.611664503753995	-0.832158801068972	0.727385309474503	0.156871600004643	1.32303653314775	-0.75884680765719	DE
NA	Chka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.33433222775718	5.51997076602929	-18.3151179934286	9.70946966738334e-33	9.58258455241185e-31	64.0480188670428	DOWN	Rhythmic	1.22853809762647e-18	4.24365491408107e-22	24	0	1.5232154293524	1.75851856035945	169.897807346463	8.4171944381496	8.68102663937086	8.41035103231815	9.086187680952	7.71865086387746	7.57934520032328	7.82402434637768	7.72176310170715	5.80051040749948	5.39614808207516	5.06629677742487	5.61302999628239	5.5409324613814	5.00363225757923	5.06112633514991	5.42026659169069	6.41841665273572	6.43246844497186	5.9826207652907	6.4745313414483	7.9546623261056	7.33769229831775	7.81655653672426	7.87272840608074	8.36432211094201	8.46790211698166	8.05974803390787	8.50829262071445	7.62209966118681	8.07667593998418	7.32955606338733	7.18177183830702	6.06239377729179	5.73874206212576	5.3232366936823	5.87981765030037	4.66489616833576	5.05667246020773	4.87843643633107	4.80095781284352	6.47015211906647	6.51421912746504	6.23762883305653	6.36956322292916	8.2870970503715	7.71636088975034	8.32472341215028	7.88179393344024	DE
NA	Pnpla3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.32348803746184	2.0119466886876	5.42037956304858	4.59467640100335e-07	1.36847615029884e-06	5.16830293942403	UP	Rhythmic	0.00321919770469082	0.000669415204913255	24	20	1.15475515595936	1.01032917448919	2.44142507519789	-1.13404996024768	0.488552416285916	-0.489915756833385	0.995975547257993	-1.27544151857784	-1.00989346744078	-2.0825634790234	-0.940276079657042	-0.424558652730691	-1.03438521011905	-1.26425807981019	-1.46379598485544	-1.60000647776361	-0.580102382107283	0.222917526376303	0.760232448760816	1.10539396712198	1.05557501547704	2.07492006949181	-0.428581173717243	1.24617475852245	0.0429993659419625	3.40948267419303	0.36881232296779	-0.599553081517743	-0.410284368109997	0.101706750311743	1.74818392690189	0.00484915545800257	1.2868330812442	-1.06321208777566	1.17822783293551	-1.44690174656631	-0.289972203527394	-1.04824694178017	-0.150131631291659	-1.43544906003719	-0.570400866530078	0.164083873854546	-0.419931798277483	0.905338674159115	2.28087724926384	1.15217665316979	1.17309851164271	-0.918522671813007	-1.04455824571328	1.57192647482467	0.591387155296423	DE
NA	Pcsk4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.31352064773806	5.44624381010918	-27.0049745515416	4.99798174398943e-46	3.61728928721235e-43	94.5291237883182	DOWN	Rhythmic	1.62045275973485e-16	2.2389675436751e-19	24	14	1.16432842838004	1.35097082693952	110.345330288583	5.48845763154666	5.58862399730763	5.40010431611599	5.58313529756168	5.62292696105618	5.66645467579305	5.85905965025623	5.93538856194694	6.66987493896626	7.20099807381973	7.52094721210623	7.45708199941412	7.6762154758169	7.57795820107766	7.67573660429869	7.60096205502668	7.15237214919575	7.34161634015772	7.18547310907152	7.14558050522092	5.84282651827939	5.98146866097881	5.96553275568795	5.7675200761435	5.41132664628165	5.57400240415961	5.2273840941594	5.52995800395379	5.72758560714918	5.68156953642165	5.77661557849342	5.98554122094359	7.16001366620884	7.23771785704095	7.52206018886188	6.86552016043292	8.39774337953364	8.20745305787891	7.69796655801782	8.21512237384071	7.16651222403616	7.0631354879075	7.35608590499077	7.01702662567349	5.70626237920974	6.07000365091341	5.92980511281881	5.89967648579962	DE
NA	Dbp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.30946958758761	6.61689720129076	13.7694478251219	3.0013967102049e-24	7.92313994775975e-23	44.508507594875	UP	Rhythmic	5.02850632462279e-17	3.4739249220192e-20	24	12	3.20644258676744	3.12324185917582	499.676678052678	2.79229162975979	3.34021623265467	2.7116083019153	3.09477934898394	4.6629385103449	5.66853899717972	3.41722416752643	5.54399935573892	8.13188655540117	8.31615526519333	8.61546972425044	8.72376108052397	8.73044457373919	8.44758775827188	8.66017177259183	8.50209832828469	7.12219065898214	6.57139863223226	7.53939112687162	6.5606094331083	4.37942682144649	3.75068333957738	4.00065467767739	4.33340667532801	2.6664682839115	2.58296819031263	2.26759951061271	2.30254472772024	4.09585225769598	4.73266301402456	5.38605842855321	5.57541946513993	8.35419568246982	8.07268023783948	8.37058989747701	8.57247980432259	8.6294721689256	8.94012258127228	8.23979593347435	8.34690933035592	6.65824601539464	6.0901574249847	6.7350410242415	5.9421270564498	4.78943419369503	3.81441881536997	3.80029393804796	4.11831554331209	DE
NA	Sdf2l1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.3036049804472	4.32651909613366	-10.833760804087	3.22772487164682e-18	3.8401082890757e-17	30.6332235418326	DOWN	Rhythmic	1.28528960965693e-06	6.970309800212e-08	24	0	0.641421330373078	0.833925078645567	23.5015069656952	3.4177944597636	3.82827625395227	4.33036947285826	3.99502227718662	3.14295059567566	2.49335994590296	3.89317716025869	3.05549011414157	2.41311913073521	3.00261618923678	2.68594519327059	2.5106877151546	2.93235101497152	2.74828176871979	2.22142780504739	2.26093054670423	3.29791383970532	3.48171373197405	2.25503908119005	2.95120868785117	4.31716704704234	2.91936460174829	3.73313291277389	3.57504873529117	3.68027022524399	3.46921253557449	3.44585972975354	3.57275039594152	3.37827139355877	3.81823439126393	3.32256923223856	2.78658751489147	2.75927436639364	2.90761998726306	2.17704173374005	3.02424882698605	1.90698178476918	2.19757284750623	1.59888957707879	2.13745931023035	2.998471297947	2.13185391940877	2.95001137846513	2.40616031176476	2.7538974538784	3.22823910271711	3.56500482764123	4.84503761714089	DE
NA	Abcb1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.27965990804432	2.48816109185658	12.1176933263026	6.73525379247818e-21	1.15604109066547e-19	36.7969092838064	UP	Rhythmic	0.000125979163445348	1.43313084034546e-05	24	16	0.650625645981193	0.724719641940073	2.37439736567368	2.33447564753285	3.88707425650853	4.56436405586779	3.1593941698544	3.39345528966748	3.2776889865725	2.52053806773162	2.92290218863133	3.25204916149125	3.10470280430355	3.45246175692234	4.32603943657585	4.6166178900857	4.13265004682671	5.20093449736825	4.48063815638037	3.4523028641043	4.51113220954676	4.21892243229767	3.87896640265565	3.05277715646797	4.028221130181	4.17062240922448	4.01463409991411	2.51639495611081	3.27660166037633	3.40370135299873	3.7182801863947	3.63773871977836	3.1697528765906	3.15945097404615	2.880808180895	2.41536130981673	3.03435973547583	2.69012660273641	3.81299836956415	3.90165257448198	4.3111200659985	4.28901652552241	4.74650687196562	4.98246080116315	4.98194037082282	4.65021912465681	4.54539621212772	3.09116599837488	3.44904134143314	3.84389942973127	4.33049152725217	DE
NA	Tef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.26233377472658	7.02970079190184	26.7632682810434	1.05549390360364e-45	7.05151119445973e-43	93.787133773009	UP	Rhythmic	6.0222159833524e-18	3.46702129150973e-21	24	14	0.918090881588862	1.23606603118064	117.630950018262	5.2115165086522	5.46134651281587	5.56167211915739	5.44921055638335	5.36584445980689	5.81062458150669	4.98666586255774	5.53760968901528	6.88785364471194	7.09566991352097	7.40528174541862	7.3510198968897	7.52716825373873	7.63750753596647	7.61075673397398	7.5589075307059	7.16220690991965	7.28150985077446	7.2821982585562	7.45185427580102	6.42923583823718	6.79279230859377	6.49199254626362	6.27248076420863	5.01108775199999	5.65948515106983	5.45093379920969	5.02285082294855	5.65043438804388	5.52326020083436	5.68647109404822	5.84253241161257	6.78178095849316	7.09050743811223	7.16512786617685	7.26064636345513	8.00773920729489	7.92590516917713	7.36912669900196	7.62162747362992	7.2127296615515	6.93345051536087	7.24101192105593	7.04936323913341	6.39768223322293	6.46419715868711	6.13459860568134	6.23331309908781	DE
NA	Fmo3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.25932209130453	0.567598454705835	6.40090570621868	6.04461316138595e-09	2.28747125519115e-08	9.419854801892	UP	Rhythmic	3.27529442765105e-05	3.01319544927253e-06	24	20	0.49288951730191	0.587085516572061	0.513343351184984	4.88077591721293	4.63758759674408	4.72036302267402	4.55808656566865	4.22399661493213	3.50686317853695	4.89640033914457	4.55638876430885	3.68654737140757	4.13364397591778	3.7057170756258	4.74446321058727	4.44804459310075	4.09360356327086	4.22447463096904	3.46334744632222	4.07274454860853	5.29190507718272	4.58743572035241	4.90299093859814	5.52769427648913	5.17990368293631	5.76925240269291	5.40054375478077	5.80259688344946	3.83572742148787	4.96808761081492	4.15883608498144	3.82094868577545	4.11375584078825	4.1500006599217	3.57765574952484	3.62052412341399	4.05919811908565	2.81925944446801	3.02955726912581	3.69727358838387	4.6385996081412	4.55375240974141	4.47390515269037	5.10030649474196	5.21333804921823	5.03790310010274	6.27754763808462	2.73929377867885	6.78419450652481	3.72761989804696	4.85150281126284	DE
NA	Usp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.23337833649534	5.50918804197564	10.3723985956637	3.04443423919805e-17	3.26834503923795e-16	28.3939989741659	UP	Rhythmic	2.45831305136886e-14	5.94410755080554e-17	24	14	1.82919673869125	2.31851164200866	120.54415593949	3.48034609700189	3.046374302825	3.10895764783774	3.76831031007494	1.09668226742797	1.61292441461052	1.90546456863423	2.30374240377961	4.91405604247483	5.62339644897169	6.1858937901883	6.2617007965058	6.9130252933214	6.96165828426162	6.63292263290015	6.59172185078378	6.42929196753895	6.04984356553322	6.36967924241915	6.62652325417502	4.15541896175792	5.24335570178539	4.88589470741145	5.38801456706761	3.26500236854346	3.18497562982602	3.0948793025721	3.03064245971982	2.38298519861801	0.604705750298973	2.57799997159788	2.43419624308986	5.04049268605792	5.42310220888412	5.62423502154967	5.39101594984558	7.12296494454567	7.02811570087258	6.94483198115527	7.32036766118825	6.24114134384217	5.40228974887873	6.18260603175546	6.13038364101448	3.90418343284366	5.27504455790493	4.35625649379929	3.80625147642109	DE
NA	Spon2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.20009443713878	3.51636015179128	-11.2983436518996	3.41039334030441e-19	4.60454107986942e-18	32.8769300325576	DOWN	Rhythmic	6.0105333894582e-12	3.32188373856066e-14	24	4	1.16870786625448	1.50593664148097	31.1672222259621	5.7807320990395	5.90129246436492	5.42434812420458	4.64561257326659	5.82072245366724	6.15828349182979	6.17784781377736	5.81883545944873	5.01700080398882	5.29078424412596	4.25415653264799	4.12656647545235	3.09787254891783	3.87189286171106	3.48367424044993	3.79472669446787	2.27772787769885	4.22622979545663	1.89278991760735	3.37142733730421	4.41671728015475	4.91278408700519	4.34853606115738	4.76935659325339	5.26743224667725	6.29206281086549	5.87981899623161	6.27367334616514	5.98308172701904	5.95876574824927	5.47538472228402	5.97140693928882	5.06388752339893	5.03989467197403	5.36697479311501	4.10756917516113	3.92922837223241	2.70028691594936	2.60196608155822	2.89762483137567	2.84863314887603	4.12768223198907	3.36980790596368	3.19969517903722	4.32545327920473	4.98497803395835	5.32198175498048	3.64404930704325	DE
NA	Smagp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.17929540479376	5.45061315213461	-30.0161741084122	6.82908833133091e-50	8.47294745108699e-47	103.346230649127	DOWN	Rhythmic	1.99277035554006e-14	4.58899333457699e-17	24	4	0.548119377616371	0.625695337353152	35.5480984750896	6.53185928919844	6.34358621923056	6.23447087804347	6.21270192098766	6.68257910112836	6.51419730404182	6.59332802000504	6.61150634319019	6.29040508751368	6.44472486581758	6.10499021399998	5.8797745821649	5.53952738969256	5.756336373122	5.54409072998711	5.72721511021058	5.26052378970455	5.38921896470981	4.99942398617268	5.54033287672311	5.79224035924166	5.72244005425609	5.55472344117564	5.72996309840348	6.53009974758355	6.23923059586453	6.38345634904341	6.30385758389313	6.49642990295586	6.27910340701336	6.25522252531772	6.27404378976006	6.23481862651466	6.25684018896143	6.1509378010832	6.08374935122579	5.38606546563025	5.72149406739188	5.60156305681841	5.46185909943526	5.3280888285064	5.31094799260703	5.07633257949451	4.99925234383076	5.45669342830829	5.65327263060237	5.67104626541196	5.58874773976546	DE
NA	Slc2a4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.14924539037497	0.788962204160116	5.87632452300708	6.36166464215407e-08	2.12749547235688e-07	7.10500968179045	UP	Rhythmic	0.00419107845904408	0.000916873813722941	24	16	0.947376400637421	0.748123530851218	0.788592015045733	0.0450596757388382	-0.140449672604958	0.576120578104509	0.367359699276278	-0.0524336954484111	-0.173959243345742	-0.0566306886271785	-0.0932225353735291	-0.160071821901436	-0.188879221997437	-0.10158559666631	1.34429871234362	0.614385836539449	1.26323854114891	1.91819332477114	1.66182204985005	3.55183224099173	0.502083837838311	2.68076203245153	2.98686191191483	0.521636707077871	0.757768544031965	2.54877033821717	1.25278897541729	-0.0333064427102163	0.582300075593913	0.900981330117918	-0.0649061628720944	1.35766774247588	0.629150819589508	1.00607292060509	-0.102138883162252	0.505099014336643	1.24025644676355	1.16977099396336	0.375741012655823	-0.10426191352331	0.997886757117147	0.400943116538599	0.319405402502397	1.96382756335101	1.55826458994721	2.0385674880211	1.03194140487523	-0.427193447309499	0.524207399602384	1.98109726093409	-0.064384285725015	DE
NA	Slc41a2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.10768746057124	3.93474824186252	11.7755915632148	3.44411211327654e-20	5.36517694759293e-19	35.1666824282644	UP	Rhythmic	6.94893260056872e-06	4.9606657597612e-07	24	0	0.461089886175388	0.616101064482058	5.37783742624908	2.76992923302975	3.02696336787443	3.16319776507604	3.23516842114015	2.17006677640969	2.10249980166442	2.78679420846092	2.43412892562548	2.49855626397286	1.96050981716042	2.17348210620893	1.42095282752986	1.3243209769052	2.43106372367651	1.64483305335915	1.04129484543735	1.78204935512318	1.77768556061234	2.09660595369546	2.71574112021314	2.41677816661357	2.10298538673471	2.71101200839816	2.14517744310485	2.54492172505994	2.5110322091883	3.15437142288922	2.50225229176781	2.18995407769399	2.87263042457182	2.74859052282117	2.35604612655143	2.29013858266836	1.7355358580102	1.97857179807269	2.69856379605909	1.40873554955765	2.14535407852	2.44826224755544	1.45777736199257	1.92253843752154	2.77598180254352	1.20352089684826	1.99749579825082	2.94217424328705	2.71182142629406	2.82708668661732	3.28666198370555	DE
NA	Plcxd1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	1.07454293079242	1.08124642200924	8.56030538010363	2.13250571837703e-13	1.38940826437393e-12	19.574375000904	UP	Rhythmic	1.14860245977032e-05	8.86083647721494e-07	24	10	0.680639840823125	0.725492742761099	0.975882783520552	-1.35303874833412	-1.24649502433344	-1.14572768429712	-0.486707220939587	-0.492800458635145	-0.114710872538288	0.466428707910856	-0.198881567757731	0.570967731370543	0.27302410275244	1.00133339308872	1.408049919053	0.106184786207719	0.96226067581395	0.159728598806759	0.475862873043941	-0.571862019720681	0.132847757509219	0.259355096553068	0.139172031101681	-0.618395920205725	-0.0331284538786221	-1.2014762897767	-0.54955475293457	-1.16038772116359	-0.154011617049455	-0.292903340398345	0.521716943534495	0.147128849349054	0.706215747172905	0.512336000431271	1.11334250698152	1.11192187600543	0.659154486329546	1.69975037230242	-0.483284240867098	0.257658133913265	-0.111399589054741	0.307173262845999	0.836197528517788	0.201496964680821	0.301473457068023	0.000475204750542413	0.908795236930987	-0.156051561201604	-0.246016920672475	-0.199112328180858	-1.13550940255191	DE
NA	Irs2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-1.06982414911075	3.42514332710158	-6.39195325715218	6.29625902023737e-09	2.37648890007655e-08	9.37966778427113	DOWN	Rhythmic	7.52928507012679e-05	7.79369865059756e-06	24	4	0.806106039353535	0.86754691216366	13.4306551394275	6.33798653071876	6.67740624020024	5.95379683358334	5.46163562292137	5.02437296014992	5.0797005258821	5.9955344918077	5.78661725114437	3.75487516625892	4.72933648919163	5.07574597038392	4.73693266869973	4.97183003582361	4.8230885378202	4.32162952935674	4.08970435907499	4.17361349745758	3.83994239550305	3.9351865491943	3.80663934332668	5.04414990195147	4.48601901568096	3.90929245532221	4.86772857525645	6.09830614100775	4.79819698543527	5.91629647548558	4.44521235851196	5.67513193156114	5.27772935388804	5.41376541705313	5.12033487941244	5.51782834099498	5.32411599780973	5.16699508655984	6.19716544869219	4.17529207878043	5.55428802456744	4.69619452178179	4.35386064396803	3.59726382484539	3.212631229941	3.14903739927292	1.60091320151261	4.53984248278696	6.07218601037145	6.11282013074699	4.65817611593083	DE
NA	Clec2h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-0.989445676919727	3.72234994098272	-7.37184597736707	6.54438296818024e-11	3.17176149992441e-10	13.8912461239387	DOWN	Rhythmic	5.1521738168585e-07	2.4500262364566e-08	24	8	0.991608705036521	1.07910136758014	21.039756549052	3.13637714198381	3.83257814703689	2.43116182147248	3.67015220825221	4.04491830833673	4.99119154987123	4.54202732910329	4.17369258145353	5.03431087427326	5.10773090495709	4.49124667735851	4.42124547690313	4.76383794106847	4.53100253810245	4.13466081913096	3.87177506619461	2.58253615501077	3.01243011892806	3.54648847576739	2.17563699613026	3.41561730605885	3.13968084987342	2.66211012995411	2.99080270632524	3.63907788389424	2.89026972553377	2.47417770140581	3.02101487805541	4.35909997966476	4.67603424476123	3.91787353887719	3.51775935565917	4.25793533437541	3.8536203610505	3.98324489671793	5.8480110454761	4.49600320769738	5.21364804029203	4.02445460190407	3.58211262152664	2.11402724714628	3.18047780018849	2.51278459104946	3.35905130643834	2.69277405893261	2.48299816428979	1.47258389284505	3.09463351201566	DE
NA	Nr1d2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	0.975022161021897	1.99198494801134	8.08689668492741	2.12161946926996e-12	1.22841767270731e-11	17.2916699352089	UP	Rhythmic	1.52407071469209e-05	1.24593000279952e-06	24	12	0.636396273130209	0.913358393535386	2.52502269901409	-0.0149001975694547	-0.132936912024016	0.473547125028084	-0.118825459631194	0.973799890894176	1.70841241951405	1.8070655021128	1.96335993023007	1.40091677760624	1.8650057392094	2.48070156373079	2.39531996155883	1.8337276568203	0.900268023238021	2.77876358300225	1.80497417287721	0.589021382156686	1.58626423250426	2.20430764153289	2.11738934396507	0.641739420937553	1.45998753628415	-0.0454692077733067	1.1724516373898	-0.672095843237282	0.389376983390826	0.819007120122053	0.267529333669273	1.99848711255196	2.09444540254291	2.08275637907852	1.7242490368503	2.7194884628423	2.43717817846701	2.16024742486974	2.91204755346922	1.58973950076336	2.81889160424398	1.27277615996387	2.08938110452761	1.92021358905774	2.28778904709244	2.55970484799906	1.70613506335393	2.07403079692145	0.95650354605751	0.508813670556197	1.53268647204044	DE
NA	Slc16a12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	0.961671871618388	4.15468805852159	12.4583592059572	1.34036676231456e-21	2.61597423161842e-20	38.4099838294695	UP	Rhythmic	3.42676164695967e-09	7.37828932621138e-11	24	16	0.842209855237597	0.748773631188726	8.623740570477	2.30669314776203	2.79240815143632	2.37455700801078	2.49089492532042	2.11532646900658	2.2000177578486	2.00163647448506	2.54936180834116	2.03577034150145	2.21470225075874	2.93732421638997	2.95822904400733	3.49775774740332	2.95120353660906	3.8075797613712	3.34773912058171	3.55081404783989	3.53026605364513	3.7386483869819	3.71564684120259	2.69454920475709	3.24354977299359	2.82876487286666	3.68565198241946	3.20178846491216	2.09317748619376	2.84434376146743	2.4367050920313	2.25573137402274	1.80047272821699	2.55826976532545	2.45688443140865	2.63609627899723	3.07092058338775	3.30465097703463	2.47556192583978	3.8592390725137	3.9881894141146	4.17979782708239	3.98576199564965	3.38179276020435	3.00214529032026	4.18393025921227	4.10175575232309	3.80157300182022	3.43786194080377	2.80513629036122	3.2969734946301	DE
NA	Cgref1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	UP	Rhythmic	0.926603178095824	1.77364888155493	7.69864342809326	1.37583760218884e-11	7.26833915754872e-11	15.4366907617169	UP	Rhythmic	7.49152447162721e-08	2.63087503033541e-09	24	16	0.694013588314589	0.959664660405572	2.42284221188026	3.73568312431286	2.12944791787282	2.19517108423462	2.18233642216767	2.66374683063139	3.59828673071515	2.98687550720322	1.68330346481918	3.25330577259368	3.1470837799846	3.72367991042641	3.16910815251366	4.04827453351762	3.59097183774131	4.48265114204196	4.57920651999616	4.63833887231971	5.11885897066114	5.0128855721071	4.12246746400455	3.72538474944632	3.2198590728609	3.62799412101922	3.29914057005863	1.80613454200423	3.44078965764354	2.70099655209406	4.02030899815539	3.03523790733902	3.60028356381175	2.97144659638065	2.76740791697418	4.06873748535185	4.40236121515471	3.82196606294967	3.18140212035916	4.78787198592301	4.23411259452222	3.86889657382328	3.87085794724812	4.1372423559274	4.44699634152091	4.60713019560887	5.06295872929426	4.67765240113732	4.35926055638636	3.60295230478497	4.15175773890729	DE
NA	Nnmt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NULL	DOWN	Rhythmic	-0.918272667939126	7.43102754671618	-5.49921687753126	3.28091628494709e-07	9.92848708528413e-07	5.497585410173	DOWN	Rhythmic	6.32156015112809e-07	3.19535395088685e-08	24	18	0.539602494761078	0.666710663001996	135.912185426432	8.03714954912085	8.75114343100536	9.24591422166779	8.85565180830725	7.98030352755031	8.41877099895485	8.43715794851867	8.59315000892289	8.4469877466518	8.7534113945396	8.42082511658232	8.35689276256934	9.36284282378397	9.34258097474958	8.82441956130159	8.82524502213518	9.58387044844277	8.5276814911346	9.40381283849319	10.1756039025849	10.0472800951122	8.77828972061705	9.69867234730014	9.2045875245352	8.30249774839105	8.25981726832862	8.70633276452907	8.22298575528095	7.48198787619808	7.98017240101778	7.8326145079083	8.15038992587684	7.64522440132287	8.55491472308499	7.69919303086836	9.19547848464467	9.12559882184143	9.61182081011605	8.95909141932797	8.25403505729239	9.55100099653217	9.42382441156564	9.46206934660216	9.08225109670451	8.77519703878831	9.08595045574603	8.61899470993841	9.76596978549272	DE
